repayment_id,loan_id,due_date,paid_date,amount_due,amount_paid,is_late
RPM00034215,LOAN0002646,2025-09-04,2025-09-02,1000000,1000000,0
RPM00034216,LOAN0003109,2022-05-30,2022-05-28,4000000,4000000,0
RPM00034217,LOAN0002097,2026-02-23,2026-02-21,500000,240426,0
RPM00034218,LOAN0004326,2022-10-16,2022-10-13,2000000,2000000,0
RPM00034219,LOAN0004767,2023-05-12,2023-05-16,2000000,2000000,1
RPM00034220,LOAN0003510,2023-10-24,2023-10-23,500000,500000,0
RPM00034221,LOAN0004457,2024-02-04,2024-02-27,2000000,2000000,1
RPM00034222,LOAN0002749,2024-02-13,2024-02-10,300000,300000,0
RPM00034223,LOAN0002348,2022-04-06,2022-04-05,300000,300000,0
RPM00034224,LOAN0007235,2022-02-18,2022-02-18,4000000,4000000,0
RPM00034225,LOAN0003025,2022-03-23,2022-03-23,4000000,4000000,0
RPM00034226,LOAN0004984,2024-04-02,2024-04-02,300000,300000,0
RPM00034227,LOAN0006916,2025-01-16,2025-01-15,300000,300000,0
RPM00034228,LOAN0003137,2022-03-14,2022-03-12,300000,300000,0
RPM00034229,LOAN0002253,2024-09-12,2024-09-23,2000000,2000000,1
RPM00034230,LOAN0007785,2024-08-30,2024-08-29,500000,500000,0
RPM00034231,LOAN0006391,2025-10-27,2025-10-26,4000000,4000000,0
RPM00034232,LOAN0003429,2023-12-24,2024-01-03,1000000,1000000,1
RPM00034233,LOAN0003422,2025-09-22,2025-09-20,500000,500000,0
RPM00034234,LOAN0005829,2024-11-14,2024-11-20,1000000,1000000,1
RPM00034235,LOAN0000589,2023-06-03,2023-05-31,4000000,4000000,0
RPM00034236,LOAN0000858,2023-01-25,2023-01-25,4000000,4000000,0
RPM00034237,LOAN0003689,2026-05-17,2026-05-15,1000000,1000000,0
RPM00034238,LOAN0003429,2022-07-31,2022-08-06,1000000,1000000,1
RPM00034239,LOAN0003335,2024-09-10,2024-09-09,500000,500000,0
RPM00034240,LOAN0007996,2023-07-15,2023-08-06,4000000,4000000,1
RPM00034241,LOAN0001559,2022-09-03,2022-09-01,4000000,4000000,0
RPM00034242,LOAN0007805,2023-08-16,2023-08-15,4000000,4000000,0
RPM00034243,LOAN0001938,2022-07-07,2022-07-04,1000000,1000000,0
RPM00034244,LOAN0004968,2025-02-20,2025-02-20,500000,500000,0
RPM00034245,LOAN0004747,2025-11-29,2025-11-29,2000000,2000000,0
RPM00034246,LOAN0003031,2024-05-18,2024-05-15,4000000,4000000,0
RPM00034247,LOAN0007456,2025-06-13,2025-06-28,2000000,2000000,1
RPM00034248,LOAN0006848,2024-10-22,2024-10-21,2000000,2000000,0
RPM00034249,LOAN0006893,2025-03-19,2025-03-18,1000000,1000000,0
RPM00034250,LOAN0004028,2026-05-19,2026-05-16,1000000,1000000,0
RPM00034251,LOAN0002568,2025-01-01,2024-12-29,500000,500000,0
RPM00034252,LOAN0006392,2023-06-17,2023-06-25,2000000,2000000,1
RPM00034253,LOAN0003974,2025-06-25,2025-06-23,1000000,1000000,0
RPM00034254,LOAN0002537,2024-12-09,2024-12-06,300000,300000,0
RPM00034255,LOAN0002242,2022-08-10,2022-08-29,2000000,2000000,1
RPM00034256,LOAN0003176,2022-04-17,2022-04-15,500000,500000,0
RPM00034257,LOAN0005153,2023-01-03,2023-01-02,4000000,4000000,0
RPM00034258,LOAN0001393,2023-07-12,2023-07-11,500000,500000,0
RPM00034259,LOAN0005146,2025-05-21,2025-05-21,1000000,1000000,0
RPM00034260,LOAN0002151,2025-04-03,2025-03-31,500000,500000,0
RPM00034261,LOAN0004260,2025-04-18,2025-04-16,500000,500000,0
RPM00034262,LOAN0001271,2026-02-26,2026-02-23,4000000,4000000,0
RPM00034263,LOAN0002519,2026-05-06,2026-05-06,4000000,4000000,0
RPM00034264,LOAN0004453,2022-05-22,2022-05-30,1000000,1000000,1
RPM00034265,LOAN0006608,2025-05-06,2025-05-15,4000000,4000000,1
RPM00034266,LOAN0003522,2023-01-30,2023-01-28,4000000,4000000,0
RPM00034267,LOAN0003250,2024-06-06,2024-06-06,300000,300000,0
RPM00034268,LOAN0003614,2022-02-22,2022-02-21,300000,300000,0
RPM00034269,LOAN0006702,2024-10-27,2024-10-27,1000000,1000000,0
RPM00034270,LOAN0001549,2026-02-03,2026-02-03,300000,145023,0
RPM00034271,LOAN0001200,2022-08-20,2022-08-20,1000000,1000000,0
RPM00034272,LOAN0001005,2025-12-01,2025-11-29,300000,300000,0
RPM00034273,LOAN0002589,2022-04-23,2022-05-04,4000000,4000000,1
RPM00034274,LOAN0006649,2023-09-10,2023-09-10,500000,500000,0
RPM00034275,LOAN0005695,2023-02-04,2023-02-20,300000,300000,1
RPM00034276,LOAN0000330,2026-05-27,2026-05-26,4000000,4000000,0
RPM00034277,LOAN0006511,2023-04-24,2023-04-21,4000000,4000000,0
RPM00034278,LOAN0000030,2022-03-30,2022-03-30,1000000,1000000,0
RPM00034279,LOAN0004228,2025-06-28,2025-07-04,300000,300000,1
RPM00034280,LOAN0000673,2022-07-12,2022-07-10,2000000,2000000,0
RPM00034281,LOAN0003988,2023-03-30,2023-03-30,4000000,4000000,0
RPM00034282,LOAN0001445,2024-09-19,2024-10-08,500000,500000,1
RPM00034283,LOAN0001783,2023-05-05,2023-05-04,1000000,1000000,0
RPM00034284,LOAN0004539,2023-01-10,2023-01-31,2000000,2000000,1
RPM00034285,LOAN0006074,2024-07-13,2024-07-13,2000000,2000000,0
RPM00034286,LOAN0001378,2023-08-17,2023-08-14,4000000,4000000,0
RPM00034287,LOAN0005443,2025-05-06,2025-05-04,1000000,1000000,0
RPM00034288,LOAN0001582,2026-04-14,2026-04-14,500000,500000,0
RPM00034289,LOAN0003557,2022-03-17,2022-03-17,300000,300000,0
RPM00034290,LOAN0005609,2023-03-24,2023-03-29,300000,300000,1
RPM00034291,LOAN0005386,2025-10-28,2025-10-25,500000,500000,0
RPM00034292,LOAN0001029,2022-07-11,2022-07-11,4000000,4000000,0
RPM00034293,LOAN0003073,2023-01-25,2023-01-25,4000000,4000000,0
RPM00034294,LOAN0000681,2022-02-25,2022-02-24,1000000,1000000,0
RPM00034295,LOAN0005080,2024-09-27,2024-10-10,2000000,2000000,1
RPM00034296,LOAN0005620,2026-05-27,2026-05-25,1000000,1000000,0
RPM00034297,LOAN0007464,2024-11-02,2024-10-31,500000,500000,0
RPM00034298,LOAN0005308,2024-02-08,2024-02-11,1000000,1000000,1
RPM00034299,LOAN0005485,2026-03-02,2026-02-27,1000000,1000000,0
RPM00034300,LOAN0005885,2026-04-05,2026-04-14,2000000,2000000,1
RPM00034301,LOAN0006446,2026-01-03,2026-01-02,1000000,1000000,0
RPM00034302,LOAN0007721,2023-07-16,2023-07-15,500000,500000,0
RPM00034303,LOAN0006459,2024-11-29,2024-11-28,4000000,4000000,0
RPM00034304,LOAN0000225,2022-12-09,2022-12-06,4000000,4000000,0
RPM00034305,LOAN0000318,2022-10-14,2022-11-08,2000000,2000000,1
RPM00034306,LOAN0003667,2023-07-24,2023-07-24,500000,500000,0
RPM00034307,LOAN0006377,2024-03-29,2024-03-26,1000000,1000000,0
RPM00034308,LOAN0006184,2023-09-21,2023-09-21,1000000,1000000,0
RPM00034309,LOAN0002360,2024-01-23,2024-02-08,4000000,4000000,1
RPM00034310,LOAN0006820,2022-12-06,2022-12-06,2000000,2000000,0
RPM00034311,LOAN0000815,2025-08-18,2025-08-16,300000,300000,0
RPM00034312,LOAN0000558,2024-08-08,2024-08-08,1000000,1000000,0
RPM00034313,LOAN0006267,2022-12-29,2022-12-28,2000000,2000000,0
RPM00034314,LOAN0007775,2025-10-08,2025-10-08,500000,500000,0
RPM00034315,LOAN0004726,2025-10-01,2025-09-30,4000000,4000000,0
RPM00034316,LOAN0003898,2023-02-12,2023-02-09,500000,315576,0
RPM00034317,LOAN0000183,2024-01-29,2024-02-03,4000000,4000000,1
RPM00034318,LOAN0004281,2022-09-05,2022-09-05,300000,300000,0
RPM00034319,LOAN0001469,2023-01-06,2023-01-04,2000000,2000000,0
RPM00034320,LOAN0002716,2025-09-22,2025-09-20,1000000,1000000,0
RPM00034321,LOAN0007419,2025-03-13,2025-03-19,500000,175982,1
RPM00034322,LOAN0004429,2026-02-04,2026-02-04,500000,500000,0
RPM00034323,LOAN0000244,2025-12-16,2025-12-13,300000,300000,0
RPM00034324,LOAN0004344,2024-08-30,2024-08-30,300000,300000,0
RPM00034325,LOAN0007799,2022-02-01,2022-01-29,500000,366583,0
RPM00034326,LOAN0007967,2023-08-20,2023-08-18,4000000,4000000,0
RPM00034327,LOAN0000311,2025-02-27,2025-03-14,4000000,4000000,1
RPM00034328,LOAN0003412,2022-03-11,2022-03-10,4000000,4000000,0
RPM00034329,LOAN0002492,2023-01-08,2023-01-05,500000,500000,0
RPM00034330,LOAN0005794,2024-10-16,2024-10-16,4000000,4000000,0
RPM00034331,LOAN0005922,2022-12-14,2022-12-22,300000,300000,1
RPM00034332,LOAN0005617,2024-09-23,2024-10-06,1000000,1000000,1
RPM00034333,LOAN0003962,2023-07-21,2023-07-18,2000000,2000000,0
RPM00034334,LOAN0004128,2022-10-24,2022-11-01,4000000,4000000,1
RPM00034335,LOAN0007455,2023-04-19,2023-04-19,1000000,1000000,0
RPM00034336,LOAN0001832,2026-03-03,2026-03-02,500000,500000,0
RPM00034337,LOAN0002827,2024-07-20,2024-07-19,300000,300000,0
RPM00034338,LOAN0003286,2023-05-06,2023-05-12,300000,300000,1
RPM00034339,LOAN0004067,2025-06-04,2025-06-03,2000000,2000000,0
RPM00034340,LOAN0006699,2023-08-30,2023-08-29,2000000,2000000,0
RPM00034341,LOAN0004719,2022-02-11,2022-02-08,300000,300000,0
RPM00034342,LOAN0001205,2025-10-18,2025-10-16,4000000,4000000,0
RPM00034343,LOAN0002352,2023-08-15,2023-08-13,500000,500000,0
RPM00034344,LOAN0000964,2023-10-31,2023-10-29,300000,300000,0
RPM00034345,LOAN0005610,2024-03-29,2024-03-28,1000000,1000000,0
RPM00034346,LOAN0005929,2025-09-22,2025-09-21,1000000,1000000,0
RPM00034347,LOAN0004368,2023-04-25,2023-04-23,4000000,4000000,0
RPM00034348,LOAN0003534,2023-03-13,2023-03-12,300000,300000,0
RPM00034349,LOAN0007936,2023-03-17,2023-03-17,2000000,1296690,0
RPM00034350,LOAN0001853,2024-07-20,2024-07-17,2000000,2000000,0
RPM00034351,LOAN0005702,2024-10-02,2024-10-02,500000,500000,0
RPM00034352,LOAN0005796,2022-10-30,2022-11-13,300000,300000,1
RPM00034353,LOAN0002575,2022-09-28,2022-09-26,1000000,1000000,0
RPM00034354,LOAN0000332,2023-08-20,2023-08-18,500000,500000,0
RPM00034355,LOAN0002562,2023-09-13,2023-09-11,500000,500000,0
RPM00034356,LOAN0005245,2023-11-01,2023-10-31,300000,300000,0
RPM00034357,LOAN0002376,2026-03-17,2026-03-14,1000000,1000000,0
RPM00034358,LOAN0001092,2025-12-02,2025-12-02,2000000,2000000,0
RPM00034359,LOAN0002767,2023-10-04,2023-10-04,500000,500000,0
RPM00034360,LOAN0003666,2023-03-10,2023-03-09,1000000,1000000,0
RPM00034361,LOAN0000348,2023-10-27,2023-11-15,4000000,4000000,1
RPM00034362,LOAN0000716,2022-03-17,2022-03-29,500000,500000,1
RPM00034363,LOAN0007347,2022-05-30,2022-06-22,300000,300000,1
RPM00034364,LOAN0000212,2023-09-29,2023-10-19,300000,300000,1
RPM00034365,LOAN0005063,2025-03-29,2025-03-27,300000,300000,0
RPM00034366,LOAN0000037,2025-02-09,2025-03-06,2000000,2000000,1
RPM00034367,LOAN0003397,2024-12-08,2024-12-08,2000000,2000000,0
RPM00034368,LOAN0000333,2025-11-25,2025-11-22,300000,300000,0
RPM00034369,LOAN0004057,2025-01-12,2025-01-09,4000000,4000000,0
RPM00034370,LOAN0003054,2023-06-29,2023-06-27,2000000,2000000,0
RPM00034371,LOAN0003536,2024-12-07,2024-12-06,4000000,4000000,0
RPM00034372,LOAN0000361,2022-08-08,2022-08-23,4000000,4000000,1
RPM00034373,LOAN0004218,2026-01-08,2026-01-08,300000,300000,0
RPM00034374,LOAN0005927,2023-08-11,2023-08-11,500000,500000,0
RPM00034375,LOAN0007796,2024-04-18,2024-05-13,4000000,4000000,1
RPM00034376,LOAN0001323,2023-09-05,2023-09-03,4000000,4000000,0
RPM00034377,LOAN0001431,2026-03-11,2026-03-11,4000000,1232916,0
RPM00034378,LOAN0001668,2022-06-06,2022-06-05,1000000,1000000,0
RPM00034379,LOAN0007831,2023-08-16,2023-08-13,300000,300000,0
RPM00034380,LOAN0007460,2023-06-01,2023-05-29,1000000,1000000,0
RPM00034381,LOAN0007743,2022-02-19,2022-02-16,1000000,1000000,0
RPM00034382,LOAN0005133,2025-07-28,2025-07-25,500000,500000,0
RPM00034383,LOAN0001969,2022-03-06,2022-03-05,4000000,4000000,0
RPM00034384,LOAN0003809,2024-03-14,2024-03-12,500000,500000,0
RPM00034385,LOAN0005442,2025-07-10,2025-07-09,300000,128194,0
RPM00034386,LOAN0003859,2023-05-21,2023-06-12,300000,300000,1
RPM00034387,LOAN0007427,2026-05-09,2026-05-19,300000,300000,1
RPM00034388,LOAN0002142,2023-08-28,2023-08-25,4000000,4000000,0
RPM00034389,LOAN0003468,2025-11-06,2025-11-06,500000,500000,0
RPM00034390,LOAN0005485,2024-01-10,2024-01-09,500000,155708,0
RPM00034391,LOAN0006843,2024-07-16,2024-08-07,300000,300000,1
RPM00034392,LOAN0004553,2024-10-05,2024-10-06,1000000,1000000,1
RPM00034393,LOAN0003752,2026-03-29,2026-03-29,500000,500000,0
RPM00034394,LOAN0007803,2023-05-02,2023-05-02,500000,500000,0
RPM00034395,LOAN0001895,2026-05-21,2026-05-19,500000,500000,0
RPM00034396,LOAN0002901,2023-09-20,2023-10-01,4000000,4000000,1
RPM00034397,LOAN0006086,2023-11-11,2023-12-05,1000000,1000000,1
RPM00034398,LOAN0002471,2023-02-18,2023-02-18,300000,187808,0
RPM00034399,LOAN0002964,2025-10-21,2025-10-25,4000000,4000000,1
RPM00034400,LOAN0003878,2025-01-09,2025-01-07,1000000,1000000,0
RPM00034401,LOAN0001449,2023-06-17,2023-06-14,4000000,4000000,0
RPM00034402,LOAN0003468,2023-01-29,2023-01-29,1000000,1000000,0
RPM00034403,LOAN0003677,2025-05-16,2025-05-16,500000,500000,0
RPM00034404,LOAN0002932,2023-10-03,2023-10-08,1000000,1000000,1
RPM00034405,LOAN0001207,2022-11-26,2022-11-23,500000,407816,0
RPM00034406,LOAN0005619,2023-06-28,2023-06-25,300000,300000,0
RPM00034407,LOAN0006190,2026-04-26,2026-04-24,500000,500000,0
RPM00034408,LOAN0000402,2022-08-18,2022-08-18,300000,300000,0
RPM00034409,LOAN0006655,2026-04-11,2026-04-10,500000,500000,0
RPM00034410,LOAN0007411,2023-10-31,2023-11-09,300000,300000,1
RPM00034411,LOAN0002651,2026-05-19,2026-05-18,300000,182254,0
RPM00034412,LOAN0007770,2024-02-08,2024-02-06,300000,300000,0
RPM00034413,LOAN0004067,2026-05-09,2026-05-07,1000000,1000000,0
RPM00034414,LOAN0005451,2022-06-01,2022-05-30,4000000,4000000,0
RPM00034415,LOAN0001596,2025-08-05,2025-08-03,500000,382488,0
RPM00034416,LOAN0007013,2025-07-15,2025-07-12,500000,500000,0
RPM00034417,LOAN0006984,2023-04-20,2023-04-17,300000,126162,0
RPM00034418,LOAN0005557,2025-06-20,2025-06-18,300000,300000,0
RPM00034419,LOAN0005350,2024-04-30,2024-04-27,4000000,4000000,0
RPM00034420,LOAN0000683,2024-12-06,2024-12-06,1000000,1000000,0
RPM00034421,LOAN0004679,2023-08-24,2023-08-21,2000000,2000000,0
RPM00034422,LOAN0005849,2025-05-06,2025-05-04,500000,500000,0
RPM00034423,LOAN0000300,2024-12-21,2024-12-20,300000,300000,0
RPM00034424,LOAN0005457,2023-12-14,2023-12-13,1000000,1000000,0
RPM00034425,LOAN0003181,2023-12-13,2024-01-04,2000000,2000000,1
RPM00034426,LOAN0000960,2024-05-26,2024-05-26,2000000,2000000,0
RPM00034427,LOAN0007217,2023-07-31,2023-07-30,4000000,4000000,0
RPM00034428,LOAN0004412,2024-11-26,2024-11-24,500000,500000,0
RPM00034429,LOAN0006056,2025-09-10,2025-09-07,1000000,1000000,0
RPM00034430,LOAN0006834,2022-07-18,2022-08-01,4000000,4000000,1
RPM00034431,LOAN0003930,2025-10-06,2025-10-06,2000000,2000000,0
RPM00034432,LOAN0005329,2024-04-28,2024-04-26,2000000,2000000,0
RPM00034433,LOAN0002436,2024-07-02,2024-06-29,1000000,532817,0
RPM00034434,LOAN0001259,2025-04-05,2025-04-10,2000000,2000000,1
RPM00034435,LOAN0004222,2025-08-08,2025-08-06,1000000,1000000,0
RPM00034436,LOAN0002244,2022-09-18,2022-09-16,4000000,4000000,0
RPM00034437,LOAN0000128,2025-10-28,2025-11-11,2000000,2000000,1
RPM00034438,LOAN0006220,2025-01-20,2025-01-20,4000000,4000000,0
RPM00034439,LOAN0002439,2022-07-19,2022-07-16,500000,500000,0
RPM00034440,LOAN0003233,2024-05-20,2024-05-29,1000000,1000000,1
RPM00034441,LOAN0007168,2026-05-02,2026-05-15,300000,300000,1
RPM00034442,LOAN0003971,2026-04-04,2026-04-02,1000000,1000000,0
RPM00034443,LOAN0001491,2024-07-14,2024-07-13,300000,300000,0
RPM00034444,LOAN0001221,2025-04-19,2025-04-29,300000,300000,1
RPM00034445,LOAN0003764,2022-04-25,2022-04-24,4000000,4000000,0
RPM00034446,LOAN0006560,2023-10-26,2023-10-23,4000000,4000000,0
RPM00034447,LOAN0002520,2025-12-18,2025-12-18,4000000,4000000,0
RPM00034448,LOAN0005821,2022-08-10,2022-08-08,2000000,2000000,0
RPM00034449,LOAN0001896,2025-05-23,2025-05-23,500000,500000,0
RPM00034450,LOAN0007039,2022-03-30,2022-03-28,300000,300000,0
RPM00034451,LOAN0002749,2024-03-16,2024-03-16,500000,500000,0
RPM00034452,LOAN0006058,2024-01-04,2024-01-04,4000000,4000000,0
RPM00034453,LOAN0004547,2025-10-28,2025-10-28,1000000,1000000,0
RPM00034454,LOAN0000568,2022-08-17,2022-08-16,500000,500000,0
RPM00034455,LOAN0007202,2023-03-02,2023-02-28,300000,230123,0
RPM00034456,LOAN0001774,2024-09-18,2024-09-16,300000,300000,0
RPM00034457,LOAN0007942,2024-12-02,2024-12-01,2000000,2000000,0
RPM00034458,LOAN0002748,2025-02-06,2025-02-03,2000000,2000000,0
RPM00034459,LOAN0004763,2022-02-02,2022-01-31,500000,500000,0
RPM00034460,LOAN0005826,2022-11-13,2022-11-10,1000000,1000000,0
RPM00034461,LOAN0006727,2025-04-24,2025-04-23,1000000,1000000,0
RPM00034462,LOAN0001415,2025-11-22,2025-11-21,2000000,2000000,0
RPM00034463,LOAN0004925,2026-03-31,2026-03-30,300000,300000,0
RPM00034464,LOAN0006322,2026-03-07,2026-03-07,500000,500000,0
RPM00034465,LOAN0004306,2023-10-24,2023-10-23,1000000,1000000,0
RPM00034466,LOAN0006959,2022-10-19,2022-10-17,2000000,2000000,0
RPM00034467,LOAN0000959,2024-11-20,2024-11-18,4000000,4000000,0
RPM00034468,LOAN0005268,2025-04-05,2025-04-07,500000,500000,1
RPM00034469,LOAN0000320,2024-12-11,2024-12-25,500000,500000,1
RPM00034470,LOAN0006401,2023-04-04,2023-04-03,4000000,4000000,0
RPM00034471,LOAN0000049,2024-05-13,2024-05-19,4000000,4000000,1
RPM00034472,LOAN0003172,2026-03-10,2026-03-07,2000000,2000000,0
RPM00034473,LOAN0001712,2025-05-23,2025-05-22,500000,500000,0
RPM00034474,LOAN0000277,2025-07-19,2025-07-17,4000000,4000000,0
RPM00034475,LOAN0005496,2024-09-25,2024-09-24,500000,500000,0
RPM00034476,LOAN0001349,2022-05-26,2022-06-19,300000,300000,1
RPM00034477,LOAN0000122,2025-08-09,2025-08-07,500000,500000,0
RPM00034478,LOAN0007174,2024-12-03,2024-12-02,4000000,4000000,0
RPM00034479,LOAN0002258,2025-12-25,2026-01-17,2000000,904069,1
RPM00034480,LOAN0006568,2024-05-30,2024-05-30,2000000,2000000,0
RPM00034481,LOAN0002163,2023-12-02,2023-11-30,2000000,2000000,0
RPM00034482,LOAN0004059,2023-03-04,2023-03-04,2000000,2000000,0
RPM00034483,LOAN0000868,2022-02-12,2022-02-09,2000000,2000000,0
RPM00034484,LOAN0004886,2025-09-15,2025-09-12,4000000,4000000,0
RPM00034485,LOAN0005826,2022-02-18,2022-02-17,300000,300000,0
RPM00034486,LOAN0002200,2022-05-17,2022-05-16,1000000,1000000,0
RPM00034487,LOAN0006126,2025-05-10,2025-05-09,500000,500000,0
RPM00034488,LOAN0000132,2023-02-25,2023-02-24,2000000,2000000,0
RPM00034489,LOAN0004052,2023-01-03,2022-12-31,500000,500000,0
RPM00034490,LOAN0000178,2023-12-22,2023-12-20,2000000,2000000,0
RPM00034491,LOAN0002115,2025-04-27,2025-05-11,4000000,4000000,1
RPM00034492,LOAN0001778,2024-05-03,2024-04-30,1000000,669012,0
RPM00034493,LOAN0007486,2023-10-02,2023-09-30,4000000,4000000,0
RPM00034494,LOAN0007336,2024-07-18,2024-07-18,1000000,1000000,0
RPM00034495,LOAN0005477,2022-03-21,2022-03-19,1000000,1000000,0
RPM00034496,LOAN0001958,2022-03-07,2022-03-06,1000000,1000000,0
RPM00034497,LOAN0001256,2025-08-19,2025-08-17,2000000,2000000,0
RPM00034498,LOAN0005989,2024-07-07,2024-07-05,1000000,1000000,0
RPM00034499,LOAN0000758,2023-03-17,2023-03-17,2000000,2000000,0
RPM00034500,LOAN0001046,2024-10-04,2024-10-02,500000,500000,0
RPM00034501,LOAN0003820,2022-12-12,2022-12-11,4000000,4000000,0
RPM00034502,LOAN0007343,2022-09-02,2022-08-31,1000000,1000000,0
RPM00034503,LOAN0003114,2025-03-08,2025-03-06,2000000,2000000,0
RPM00034504,LOAN0006362,2026-05-31,2026-05-31,300000,300000,0
RPM00034505,LOAN0005179,2023-09-04,2023-09-04,1000000,1000000,0
RPM00034506,LOAN0001428,2025-08-20,2025-09-14,4000000,4000000,1
RPM00034507,LOAN0001757,2022-10-17,2022-10-17,4000000,4000000,0
RPM00034508,LOAN0007273,2026-02-17,2026-02-16,2000000,2000000,0
RPM00034509,LOAN0005237,2026-02-22,2026-02-21,1000000,1000000,0
RPM00034510,LOAN0005382,2023-02-03,2023-02-12,4000000,4000000,1
RPM00034511,LOAN0000541,2025-08-05,2025-08-08,500000,500000,1
RPM00034512,LOAN0006592,2023-05-31,2023-06-11,500000,500000,1
RPM00034513,LOAN0006131,2023-06-20,2023-06-18,2000000,2000000,0
RPM00034514,LOAN0007600,2024-02-03,2024-02-01,300000,300000,0
RPM00034515,LOAN0004518,2023-10-19,2023-10-18,1000000,1000000,0
RPM00034516,LOAN0002080,2023-09-24,2023-09-23,500000,500000,0
RPM00034517,LOAN0002913,2025-12-03,2025-11-30,1000000,1000000,0
RPM00034518,LOAN0001118,2022-03-16,2022-03-13,300000,300000,0
RPM00034519,LOAN0004330,2026-02-20,2026-02-19,2000000,2000000,0
RPM00034520,LOAN0004154,2026-04-24,2026-04-21,2000000,2000000,0
RPM00034521,LOAN0007087,2026-03-12,2026-03-31,4000000,4000000,1
RPM00034522,LOAN0007408,2026-02-12,2026-02-10,4000000,4000000,0
RPM00034523,LOAN0007184,2024-03-07,2024-03-06,4000000,4000000,0
RPM00034524,LOAN0007691,2024-09-12,2024-09-10,1000000,1000000,0
RPM00034525,LOAN0005222,2025-04-16,2025-04-16,1000000,1000000,0
RPM00034526,LOAN0005717,2022-05-31,2022-05-28,1000000,1000000,0
RPM00034527,LOAN0002007,2022-08-18,2022-09-12,2000000,2000000,1
RPM00034528,LOAN0007961,2023-08-03,2023-08-03,1000000,1000000,0
RPM00034529,LOAN0007437,2024-11-01,2024-10-31,2000000,2000000,0
RPM00034530,LOAN0005476,2025-11-28,2025-11-26,500000,500000,0
RPM00034531,LOAN0001468,2022-02-28,2022-02-28,4000000,2290822,0
RPM00034532,LOAN0004026,2024-11-13,2024-11-12,2000000,2000000,0
RPM00034533,LOAN0001054,2023-05-03,2023-04-30,2000000,2000000,0
RPM00034534,LOAN0005553,2024-07-17,2024-07-16,500000,500000,0
RPM00034535,LOAN0003127,2022-09-17,2022-09-14,300000,300000,0
RPM00034536,LOAN0000131,2025-06-03,2025-05-31,2000000,2000000,0
RPM00034537,LOAN0004298,2022-03-02,2022-02-28,500000,500000,0
RPM00034538,LOAN0002289,2025-05-14,2025-05-11,4000000,4000000,0
RPM00034539,LOAN0000569,2025-10-16,2025-11-06,4000000,4000000,1
RPM00034540,LOAN0000252,2022-12-04,2022-12-02,2000000,2000000,0
RPM00034541,LOAN0001933,2023-08-31,2023-08-31,2000000,2000000,0
RPM00034542,LOAN0004110,2026-01-31,2026-02-17,4000000,4000000,1
RPM00034543,LOAN0004387,2025-07-22,2025-07-20,4000000,4000000,0
RPM00034544,LOAN0000626,2023-06-07,2023-06-05,300000,300000,0
RPM00034545,LOAN0006168,2024-11-10,2024-11-08,300000,300000,0
RPM00034546,LOAN0002608,2025-02-05,2025-02-05,1000000,1000000,0
RPM00034547,LOAN0005105,2025-12-13,2025-12-12,4000000,4000000,0
RPM00034548,LOAN0003825,2023-07-27,2023-08-07,1000000,1000000,1
RPM00034549,LOAN0007081,2022-04-12,2022-04-10,300000,300000,0
RPM00034550,LOAN0000488,2023-07-16,2023-07-22,2000000,2000000,1
RPM00034551,LOAN0000159,2026-02-03,2026-02-01,300000,300000,0
RPM00034552,LOAN0006194,2023-12-29,2024-01-03,300000,300000,1
RPM00034553,LOAN0001106,2022-09-25,2022-09-23,1000000,1000000,0
RPM00034554,LOAN0000886,2025-10-03,2025-09-30,2000000,2000000,0
RPM00034555,LOAN0004909,2025-03-20,2025-03-23,4000000,4000000,1
RPM00034556,LOAN0002825,2025-01-03,2024-12-31,2000000,2000000,0
RPM00034557,LOAN0006986,2022-02-11,2022-02-11,300000,300000,0
RPM00034558,LOAN0003477,2022-06-11,2022-06-08,300000,300000,0
RPM00034559,LOAN0006001,2022-06-29,2022-06-28,500000,500000,0
RPM00034560,LOAN0007456,2025-04-22,2025-04-20,500000,500000,0
RPM00034561,LOAN0005408,2022-03-08,2022-03-07,4000000,4000000,0
RPM00034562,LOAN0007867,2022-03-15,2022-03-19,500000,500000,1
RPM00034563,LOAN0007663,2023-09-25,2023-09-29,4000000,4000000,1
RPM00034564,LOAN0002849,2024-02-03,2024-02-01,500000,500000,0
RPM00034565,LOAN0007928,2025-01-11,2025-01-11,2000000,2000000,0
RPM00034566,LOAN0002372,2025-12-21,2025-12-19,2000000,2000000,0
RPM00034567,LOAN0006756,2026-03-05,2026-03-04,2000000,1083058,0
RPM00034568,LOAN0002924,2024-05-23,2024-05-22,2000000,2000000,0
RPM00034569,LOAN0001117,2025-10-14,2025-10-11,1000000,1000000,0
RPM00034570,LOAN0007316,2023-07-17,2023-07-15,4000000,4000000,0
RPM00034571,LOAN0001903,2022-07-09,2022-07-09,300000,300000,0
RPM00034572,LOAN0002161,2026-03-26,2026-03-25,4000000,4000000,0
RPM00034573,LOAN0006772,2022-08-14,2022-08-13,300000,300000,0
RPM00034574,LOAN0004721,2025-01-17,2025-01-15,1000000,1000000,0
RPM00034575,LOAN0002952,2022-10-13,2022-10-12,1000000,1000000,0
RPM00034576,LOAN0005972,2025-07-18,2025-07-16,4000000,4000000,0
RPM00034577,LOAN0000531,2022-10-01,2022-10-19,2000000,2000000,1
RPM00034578,LOAN0003260,2025-12-13,2025-12-17,2000000,2000000,1
RPM00034579,LOAN0001606,2022-10-09,2022-10-06,300000,300000,0
