account_id,customer_id,account_type,balance,interest_rate,opened_at,status
ACC0004402,CUST004232,TABUNGAN,13399934,1.06,2024-11-19,ACTIVE
ACC0004403,CUST000199,TABUNGAN,12652696,1.51,2024-11-02,ACTIVE
ACC0004404,CUST001899,TABUNGAN,5002114,3.4,2024-06-06,CLOSED
ACC0004405,CUST004580,TABUNGAN,20095032,1.7,2026-02-07,DORMANT
ACC0004406,CUST001402,DEPOSITO,2290071,5.07,2023-02-08,ACTIVE
ACC0004407,CUST000269,TABUNGAN,18660820,1.09,2025-03-03,ACTIVE
ACC0004408,CUST002047,TABUNGAN,2013157,2.47,2024-12-31,ACTIVE
ACC0004409,CUST002121,DEPOSITO,2311307,4.74,2024-06-10,ACTIVE
ACC0004410,CUST003044,TABUNGAN,760053,1.57,2026-03-31,ACTIVE
ACC0004411,CUST002530,TABUNGAN,471457,1.52,2023-05-10,ACTIVE
ACC0004412,CUST001318,TABUNGAN,5621249,0.72,2022-10-20,ACTIVE
ACC0004413,CUST003703,TABUNGAN,523305,3.23,2025-08-31,ACTIVE
ACC0004414,CUST004587,TABUNGAN,2595637,1.5,2022-04-13,ACTIVE
ACC0004415,CUST003412,TABUNGAN,5456129,2.26,2022-05-26,ACTIVE
ACC0004416,CUST004385,TABUNGAN,3917121,3.47,2025-08-30,ACTIVE
ACC0004417,CUST000989,DEPOSITO,2539502,4.08,2021-09-05,ACTIVE
ACC0004418,CUST003158,DEPOSITO,4313039,2.92,2024-01-17,DORMANT
ACC0004419,CUST003210,TABUNGAN,14755427,0.64,2022-04-25,ACTIVE
ACC0004420,CUST002849,TABUNGAN,3562165,2.75,2023-08-04,ACTIVE
ACC0004421,CUST004382,DEPOSITO,1355071,4.42,2022-06-09,ACTIVE
ACC0004422,CUST000884,TABUNGAN,15261437,2.08,2026-04-09,DORMANT
ACC0004423,CUST004556,TABUNGAN,550538,3.47,2022-06-05,ACTIVE
ACC0004424,CUST002335,TABUNGAN,1007020,0.59,2021-09-19,ACTIVE
ACC0004425,CUST004576,TABUNGAN,6511362,2.72,2021-09-13,ACTIVE
ACC0004426,CUST000951,TABUNGAN,1714264,3.0,2026-03-02,DORMANT
ACC0004427,CUST002605,TABUNGAN,3591037,0.93,2022-04-05,ACTIVE
ACC0004428,CUST002835,TABUNGAN,7010043,0.59,2025-06-15,ACTIVE
ACC0004429,CUST001206,TABUNGAN,5065237,1.04,2026-05-01,ACTIVE
ACC0004430,CUST001212,TABUNGAN,3927717,3.16,2023-08-02,ACTIVE
ACC0004431,CUST000852,TABUNGAN,8322530,1.5,2025-01-15,DORMANT
ACC0004432,CUST000289,TABUNGAN,5363907,1.81,2023-08-18,DORMANT
ACC0004433,CUST002924,TABUNGAN,1226542,1.77,2022-12-01,ACTIVE
ACC0004434,CUST004781,TABUNGAN,46312463,3.02,2023-07-16,ACTIVE
ACC0004435,CUST003243,TABUNGAN,3707212,1.29,2025-04-29,ACTIVE
ACC0004436,CUST000129,TABUNGAN,7791716,1.49,2021-10-12,ACTIVE
ACC0004437,CUST003521,TABUNGAN,2276646,2.6,2022-05-07,ACTIVE
ACC0004438,CUST000097,TABUNGAN,10268853,1.72,2021-11-28,ACTIVE
ACC0004439,CUST004149,TABUNGAN,4219067,1.57,2024-02-25,ACTIVE
ACC0004440,CUST004710,TABUNGAN,1814360,2.8,2023-08-09,ACTIVE
ACC0004441,CUST001818,TABUNGAN,4310418,1.6,2021-10-20,ACTIVE
ACC0004442,CUST003773,TABUNGAN,3280710,0.62,2025-04-02,ACTIVE
ACC0004443,CUST004126,TABUNGAN,11635677,2.83,2022-06-11,ACTIVE
ACC0004444,CUST000275,TABUNGAN,33333287,0.58,2022-10-02,ACTIVE
ACC0004445,CUST001042,DEPOSITO,1657648,3.93,2025-02-05,CLOSED
ACC0004446,CUST003618,TABUNGAN,6515066,1.2,2023-06-29,CLOSED
ACC0004447,CUST003812,TABUNGAN,5177884,2.76,2024-09-17,ACTIVE
ACC0004448,CUST002631,TABUNGAN,6604188,2.67,2022-07-27,ACTIVE
ACC0004449,CUST004342,TABUNGAN,7628202,2.1,2023-03-26,ACTIVE
ACC0004450,CUST001628,DEPOSITO,26959163,3.43,2024-03-25,ACTIVE
ACC0004451,CUST003801,TABUNGAN,2745457,1.08,2023-04-03,ACTIVE
ACC0004452,CUST003263,TABUNGAN,2882071,3.44,2024-12-27,ACTIVE
ACC0004453,CUST000498,TABUNGAN,3435083,1.85,2022-10-11,ACTIVE
ACC0004454,CUST001140,DEPOSITO,1838487,2.88,2025-11-08,ACTIVE
ACC0004455,CUST001980,TABUNGAN,416822,2.5,2026-03-20,ACTIVE
ACC0004456,CUST004493,DEPOSITO,9387451,3.92,2022-10-15,ACTIVE
ACC0004457,CUST003276,DEPOSITO,1121118,4.59,2025-06-08,ACTIVE
ACC0004458,CUST004998,DEPOSITO,25815614,3.95,2024-03-12,ACTIVE
ACC0004459,CUST004961,TABUNGAN,3082115,3.35,2023-04-25,ACTIVE
ACC0004460,CUST003126,DEPOSITO,1419465,3.44,2021-12-20,ACTIVE
ACC0004461,CUST001223,TABUNGAN,11724581,2.91,2022-04-04,ACTIVE
ACC0004462,CUST003230,TABUNGAN,2815894,0.51,2025-03-02,ACTIVE
ACC0004463,CUST000665,TABUNGAN,4650356,3.05,2022-07-14,ACTIVE
ACC0004464,CUST000229,TABUNGAN,1843566,2.46,2023-08-08,ACTIVE
ACC0004465,CUST000396,TABUNGAN,3965412,3.25,2026-04-30,ACTIVE
ACC0004466,CUST003813,TABUNGAN,13473442,2.55,2021-07-28,ACTIVE
ACC0004467,CUST004674,TABUNGAN,7304913,1.91,2023-12-18,ACTIVE
ACC0004468,CUST004335,TABUNGAN,1663537,0.76,2021-06-16,ACTIVE
ACC0004469,CUST004637,TABUNGAN,5408461,1.78,2021-08-27,ACTIVE
ACC0004470,CUST001221,TABUNGAN,3717730,1.8,2025-08-24,CLOSED
ACC0004471,CUST002122,TABUNGAN,2715556,1.14,2024-12-26,CLOSED
ACC0004472,CUST003735,TABUNGAN,8539091,3.29,2021-11-21,ACTIVE
ACC0004473,CUST001920,DEPOSITO,6726684,2.58,2021-11-24,CLOSED
ACC0004474,CUST002696,DEPOSITO,11507743,3.17,2022-07-01,ACTIVE
ACC0004475,CUST000323,TABUNGAN,1258316,2.43,2023-01-17,DORMANT
ACC0004476,CUST000134,DEPOSITO,1154227,3.78,2022-02-25,ACTIVE
ACC0004477,CUST003642,TABUNGAN,16484514,0.82,2026-01-18,ACTIVE
ACC0004478,CUST003369,TABUNGAN,4368558,2.02,2023-04-13,ACTIVE
ACC0004479,CUST002364,TABUNGAN,5603198,0.55,2022-05-31,ACTIVE
ACC0004480,CUST002817,DEPOSITO,12472762,4.77,2022-02-06,ACTIVE
ACC0004481,CUST002365,TABUNGAN,1220211,1.23,2022-05-31,ACTIVE
ACC0004482,CUST001660,TABUNGAN,4888707,3.42,2025-06-13,ACTIVE
ACC0004483,CUST004099,TABUNGAN,4565701,0.55,2022-02-10,ACTIVE
ACC0004484,CUST002831,DEPOSITO,1105834,3.87,2022-05-06,ACTIVE
ACC0004485,CUST004686,TABUNGAN,3076715,0.7,2025-04-28,ACTIVE
ACC0004486,CUST002712,TABUNGAN,678823,2.71,2022-09-15,ACTIVE
ACC0004487,CUST002861,TABUNGAN,3043734,3.07,2021-11-10,ACTIVE
ACC0004488,CUST003808,TABUNGAN,2123690,2.53,2022-01-01,ACTIVE
ACC0004489,CUST002388,TABUNGAN,6064978,0.57,2023-03-10,ACTIVE
ACC0004490,CUST002637,TABUNGAN,4211051,0.94,2025-01-24,CLOSED
ACC0004491,CUST002188,DEPOSITO,6869085,5.07,2022-03-18,DORMANT
ACC0004492,CUST002473,DEPOSITO,11558813,5.92,2026-03-28,DORMANT
ACC0004493,CUST004853,TABUNGAN,2762489,0.53,2022-04-05,ACTIVE
ACC0004494,CUST004706,TABUNGAN,2675529,2.59,2024-04-04,ACTIVE
ACC0004495,CUST003405,TABUNGAN,1196450,2.75,2023-05-17,ACTIVE
ACC0004496,CUST000993,TABUNGAN,5653172,3.01,2025-07-02,ACTIVE
ACC0004497,CUST003376,TABUNGAN,23823309,1.61,2024-07-10,ACTIVE
ACC0004498,CUST003731,TABUNGAN,4481688,3.23,2023-06-25,ACTIVE
ACC0004499,CUST000027,TABUNGAN,1916939,1.81,2022-02-11,ACTIVE
ACC0004500,CUST002054,TABUNGAN,1246591,1.0,2025-10-05,ACTIVE
ACC0004501,CUST000451,TABUNGAN,2989427,3.3,2021-09-09,ACTIVE
ACC0004502,CUST004236,DEPOSITO,1150982,5.93,2026-04-23,DORMANT
ACC0004503,CUST001540,DEPOSITO,2192983,5.72,2022-05-15,ACTIVE
ACC0004504,CUST003307,TABUNGAN,8216711,3.06,2024-05-25,ACTIVE
ACC0004505,CUST000292,TABUNGAN,472949,2.97,2025-05-31,ACTIVE
ACC0004506,CUST002488,DEPOSITO,6347151,3.13,2023-03-16,DORMANT
ACC0004507,CUST001546,TABUNGAN,4694473,2.63,2025-03-28,ACTIVE
ACC0004508,CUST002371,DEPOSITO,6040938,5.25,2021-07-28,ACTIVE
ACC0004509,CUST003727,DEPOSITO,12996404,3.51,2026-02-27,ACTIVE
ACC0004510,CUST003998,DEPOSITO,4939503,3.56,2023-11-10,ACTIVE
ACC0004511,CUST000484,DEPOSITO,35046927,2.93,2021-07-15,ACTIVE
ACC0004512,CUST004398,DEPOSITO,9253783,4.65,2022-08-08,ACTIVE
ACC0004513,CUST001255,TABUNGAN,1401062,2.17,2024-05-01,ACTIVE
ACC0004514,CUST002964,TABUNGAN,2607191,2.22,2021-11-29,ACTIVE
ACC0004515,CUST000416,DEPOSITO,1567825,4.81,2023-07-14,ACTIVE
ACC0004516,CUST004305,TABUNGAN,19500519,3.12,2025-01-10,ACTIVE
ACC0004517,CUST003739,TABUNGAN,8051748,3.45,2023-05-31,ACTIVE
ACC0004518,CUST002783,TABUNGAN,2112902,2.45,2024-10-02,ACTIVE
ACC0004519,CUST003914,TABUNGAN,9975579,1.89,2023-01-04,ACTIVE
ACC0004520,CUST001141,TABUNGAN,1544634,2.84,2025-11-24,ACTIVE
ACC0004521,CUST004812,TABUNGAN,38419582,3.49,2024-04-25,ACTIVE
ACC0004522,CUST004691,TABUNGAN,948855,1.65,2024-01-30,DORMANT
ACC0004523,CUST000740,TABUNGAN,2494731,0.87,2023-12-30,ACTIVE
ACC0004524,CUST001201,TABUNGAN,2537519,2.28,2023-12-07,ACTIVE
ACC0004525,CUST000134,TABUNGAN,22017410,2.59,2024-09-11,ACTIVE
ACC0004526,CUST002912,TABUNGAN,7975633,1.18,2021-09-23,ACTIVE
ACC0004527,CUST003984,TABUNGAN,7965768,1.09,2023-01-20,CLOSED
ACC0004528,CUST001805,TABUNGAN,1796110,2.27,2023-09-18,ACTIVE
ACC0004529,CUST004708,TABUNGAN,7644005,2.52,2021-09-27,ACTIVE
ACC0004530,CUST001780,TABUNGAN,1737868,2.66,2023-08-30,ACTIVE
ACC0004531,CUST004064,TABUNGAN,10839528,0.64,2022-01-16,ACTIVE
ACC0004532,CUST001586,TABUNGAN,2189256,2.76,2024-04-08,ACTIVE
ACC0004533,CUST002055,DEPOSITO,5909302,4.58,2024-10-20,ACTIVE
ACC0004534,CUST001225,TABUNGAN,2415780,1.49,2022-11-27,ACTIVE
ACC0004535,CUST000061,TABUNGAN,10182013,1.2,2022-07-02,ACTIVE
ACC0004536,CUST001089,TABUNGAN,2850749,0.51,2025-08-27,ACTIVE
ACC0004537,CUST003284,TABUNGAN,1558511,1.14,2025-06-11,ACTIVE
ACC0004538,CUST002343,TABUNGAN,4806275,1.19,2023-01-09,ACTIVE
ACC0004539,CUST003247,DEPOSITO,25624012,4.62,2025-09-09,DORMANT
ACC0004540,CUST003760,DEPOSITO,1881586,5.28,2023-07-11,ACTIVE
ACC0004541,CUST000941,TABUNGAN,2431437,2.25,2021-11-29,CLOSED
ACC0004542,CUST000978,TABUNGAN,1984176,1.98,2023-02-21,ACTIVE
ACC0004543,CUST003544,DEPOSITO,1420947,4.78,2023-03-18,ACTIVE
ACC0004544,CUST004536,TABUNGAN,3170472,1.66,2024-09-21,ACTIVE
ACC0004545,CUST004503,DEPOSITO,2849595,5.05,2024-07-24,ACTIVE
ACC0004546,CUST003807,TABUNGAN,2235849,0.72,2023-02-21,ACTIVE
ACC0004547,CUST004339,TABUNGAN,6310418,2.39,2021-08-30,ACTIVE
ACC0004548,CUST000149,TABUNGAN,1818109,1.83,2026-03-13,ACTIVE
ACC0004549,CUST003476,TABUNGAN,3075143,0.96,2022-04-26,DORMANT
ACC0004550,CUST000508,TABUNGAN,3503084,1.69,2024-05-22,ACTIVE
ACC0004551,CUST004685,DEPOSITO,2187947,5.6,2021-11-08,ACTIVE
ACC0004552,CUST000649,TABUNGAN,3373491,1.84,2024-03-23,ACTIVE
ACC0004553,CUST001288,DEPOSITO,256547,5.55,2026-01-31,ACTIVE
ACC0004554,CUST002888,TABUNGAN,5081009,0.57,2025-02-19,ACTIVE
ACC0004555,CUST002099,TABUNGAN,6011347,2.84,2025-05-23,ACTIVE
ACC0004556,CUST004651,TABUNGAN,4751216,3.06,2023-08-11,ACTIVE
ACC0004557,CUST001513,TABUNGAN,1713303,2.66,2022-07-29,CLOSED
ACC0004558,CUST000665,TABUNGAN,3940527,0.9,2024-08-12,CLOSED
ACC0004559,CUST000992,TABUNGAN,6862220,0.54,2022-08-13,ACTIVE
ACC0004560,CUST004870,DEPOSITO,4826635,5.72,2024-06-14,ACTIVE
ACC0004561,CUST001749,DEPOSITO,4837675,4.98,2024-08-04,ACTIVE
ACC0004562,CUST004770,TABUNGAN,2651718,0.89,2022-03-05,ACTIVE
ACC0004563,CUST000050,TABUNGAN,1067312,2.93,2024-03-08,ACTIVE
ACC0004564,CUST001514,TABUNGAN,1734182,1.12,2026-04-16,ACTIVE
ACC0004565,CUST003587,TABUNGAN,3087664,0.57,2024-03-30,ACTIVE
ACC0004566,CUST002933,TABUNGAN,10959346,1.0,2026-04-30,ACTIVE
ACC0004567,CUST004981,TABUNGAN,7849676,2.22,2024-08-06,ACTIVE
ACC0004568,CUST003836,TABUNGAN,6441277,0.67,2025-09-07,ACTIVE
ACC0004569,CUST004337,DEPOSITO,592984,4.67,2026-04-06,ACTIVE
ACC0004570,CUST002726,TABUNGAN,6004900,3.09,2025-06-28,ACTIVE
ACC0004571,CUST002558,TABUNGAN,5623849,2.86,2025-06-02,ACTIVE
ACC0004572,CUST003377,TABUNGAN,446824,3.02,2024-07-29,ACTIVE
ACC0004573,CUST000477,DEPOSITO,70758410,4.83,2022-08-26,ACTIVE
ACC0004574,CUST004820,DEPOSITO,1619550,2.89,2024-06-08,ACTIVE
ACC0004575,CUST000535,TABUNGAN,977944,0.63,2023-05-13,ACTIVE
ACC0004576,CUST003311,TABUNGAN,13491476,1.83,2022-07-23,ACTIVE
ACC0004577,CUST002744,DEPOSITO,1914306,2.92,2024-01-25,ACTIVE
ACC0004578,CUST004401,TABUNGAN,1180226,3.02,2024-09-26,ACTIVE
ACC0004579,CUST002128,TABUNGAN,8394016,1.75,2021-06-02,ACTIVE
ACC0004580,CUST002765,DEPOSITO,3220937,4.31,2021-12-03,ACTIVE
ACC0004581,CUST001512,TABUNGAN,683171,1.85,2024-07-03,ACTIVE
ACC0004582,CUST002688,TABUNGAN,17876862,3.11,2022-01-30,ACTIVE
ACC0004583,CUST000777,TABUNGAN,4644004,1.36,2021-09-01,ACTIVE
ACC0004584,CUST002734,DEPOSITO,3512337,3.22,2022-07-03,ACTIVE
ACC0004585,CUST003588,DEPOSITO,6842055,3.22,2023-02-10,ACTIVE
ACC0004586,CUST001639,TABUNGAN,3754791,3.08,2025-06-23,ACTIVE
ACC0004587,CUST000005,TABUNGAN,10761681,3.33,2025-12-12,DORMANT
ACC0004588,CUST000550,DEPOSITO,2385018,5.28,2024-02-07,ACTIVE
ACC0004589,CUST002112,TABUNGAN,1279110,1.5,2021-06-30,ACTIVE
ACC0004590,CUST004475,TABUNGAN,1908540,2.61,2023-02-22,ACTIVE
ACC0004591,CUST003753,DEPOSITO,54494568,5.24,2024-04-22,ACTIVE
ACC0004592,CUST002375,TABUNGAN,12443400,2.29,2022-01-28,ACTIVE
ACC0004593,CUST004175,TABUNGAN,5775011,0.63,2022-12-26,ACTIVE
ACC0004594,CUST003180,TABUNGAN,3901991,3.45,2024-06-01,ACTIVE
ACC0004595,CUST001345,TABUNGAN,2372867,3.07,2024-01-14,CLOSED
ACC0004596,CUST003217,TABUNGAN,11852768,0.92,2021-11-14,ACTIVE
ACC0004597,CUST000231,TABUNGAN,677602,1.76,2022-01-15,ACTIVE
ACC0004598,CUST004572,DEPOSITO,2397418,2.55,2021-09-12,CLOSED
ACC0004599,CUST003785,DEPOSITO,2147503,3.3,2022-08-10,ACTIVE
ACC0004600,CUST004988,TABUNGAN,3662301,1.76,2023-10-18,ACTIVE
ACC0004601,CUST004710,TABUNGAN,939759,2.42,2024-05-19,ACTIVE
ACC0004602,CUST001433,TABUNGAN,1541981,2.41,2025-12-08,ACTIVE
ACC0004603,CUST003422,TABUNGAN,4692227,2.59,2024-12-18,ACTIVE
ACC0004604,CUST002977,DEPOSITO,5964621,3.86,2025-10-21,ACTIVE
ACC0004605,CUST002055,TABUNGAN,11466998,3.24,2024-10-03,ACTIVE
ACC0004606,CUST002455,TABUNGAN,14322483,2.31,2024-05-06,DORMANT
ACC0004607,CUST004802,TABUNGAN,3348980,0.55,2025-07-05,ACTIVE
ACC0004608,CUST003818,TABUNGAN,655678,0.82,2025-09-02,DORMANT
ACC0004609,CUST000817,DEPOSITO,9185840,2.67,2024-03-07,ACTIVE
ACC0004610,CUST004354,DEPOSITO,9356640,4.18,2025-12-15,ACTIVE
ACC0004611,CUST004709,TABUNGAN,2236465,1.86,2024-07-26,CLOSED
ACC0004612,CUST004562,TABUNGAN,14870960,2.43,2024-03-23,ACTIVE
ACC0004613,CUST002143,DEPOSITO,1546158,5.95,2021-12-16,ACTIVE
ACC0004614,CUST004271,TABUNGAN,1525977,3.44,2026-02-16,ACTIVE
ACC0004615,CUST001015,DEPOSITO,3446781,3.77,2025-09-12,ACTIVE
ACC0004616,CUST003475,TABUNGAN,2677618,1.03,2025-11-19,ACTIVE
ACC0004617,CUST004493,TABUNGAN,12246335,1.79,2025-09-18,ACTIVE
ACC0004618,CUST003908,TABUNGAN,458456,0.71,2023-07-23,ACTIVE
ACC0004619,CUST004275,TABUNGAN,6558297,1.14,2025-07-03,ACTIVE
ACC0004620,CUST003666,TABUNGAN,4113239,2.61,2025-03-08,ACTIVE
ACC0004621,CUST002713,TABUNGAN,4848443,2.58,2023-06-25,ACTIVE
ACC0004622,CUST003307,TABUNGAN,13627325,2.24,2022-10-22,ACTIVE
ACC0004623,CUST003442,DEPOSITO,8048508,3.13,2026-03-02,ACTIVE
ACC0004624,CUST004064,TABUNGAN,5832347,1.32,2022-05-18,ACTIVE
ACC0004625,CUST001425,TABUNGAN,8916485,1.37,2026-01-26,ACTIVE
ACC0004626,CUST004735,TABUNGAN,1487426,2.27,2023-10-06,ACTIVE
ACC0004627,CUST002191,TABUNGAN,5549954,2.25,2025-04-09,ACTIVE
ACC0004628,CUST004854,DEPOSITO,7653983,5.18,2025-06-01,ACTIVE
ACC0004629,CUST001698,TABUNGAN,7161447,3.31,2024-08-10,ACTIVE
ACC0004630,CUST004764,DEPOSITO,20170444,2.74,2022-12-27,ACTIVE
ACC0004631,CUST003103,TABUNGAN,10119884,1.3,2023-06-04,CLOSED
ACC0004632,CUST001367,TABUNGAN,8469205,2.84,2022-07-10,ACTIVE
ACC0004633,CUST001318,TABUNGAN,3728326,3.24,2021-08-10,DORMANT
ACC0004634,CUST001731,DEPOSITO,1745625,3.19,2026-02-15,ACTIVE
ACC0004635,CUST002139,TABUNGAN,5458041,2.23,2023-11-29,ACTIVE
ACC0004636,CUST001683,DEPOSITO,10111938,2.87,2025-05-01,CLOSED
ACC0004637,CUST004191,TABUNGAN,1317014,1.82,2025-09-29,ACTIVE
ACC0004638,CUST002270,TABUNGAN,2584292,2.93,2021-11-27,ACTIVE
ACC0004639,CUST002257,TABUNGAN,12516583,1.95,2023-12-14,ACTIVE
ACC0004640,CUST003584,DEPOSITO,10065856,4.89,2024-10-03,ACTIVE
ACC0004641,CUST003509,DEPOSITO,640944,5.97,2023-10-16,ACTIVE
ACC0004642,CUST000274,TABUNGAN,7521052,2.47,2024-09-29,ACTIVE
ACC0004643,CUST002947,TABUNGAN,6043419,1.02,2023-08-15,ACTIVE
ACC0004644,CUST002534,TABUNGAN,4041714,3.34,2023-10-10,ACTIVE
ACC0004645,CUST000220,TABUNGAN,12810679,2.7,2021-06-18,ACTIVE
ACC0004646,CUST002416,TABUNGAN,8344117,1.21,2024-04-08,CLOSED
ACC0004647,CUST000488,TABUNGAN,1992311,2.85,2024-10-23,ACTIVE
ACC0004648,CUST003045,TABUNGAN,3678577,1.29,2025-09-02,ACTIVE
ACC0004649,CUST001463,DEPOSITO,1339703,5.63,2021-11-16,ACTIVE
ACC0004650,CUST001622,TABUNGAN,4395586,0.65,2022-12-06,ACTIVE
ACC0004651,CUST002693,TABUNGAN,10119729,2.48,2021-10-02,ACTIVE
ACC0004652,CUST000889,TABUNGAN,34220663,2.59,2024-07-14,ACTIVE
ACC0004653,CUST000078,TABUNGAN,838627,1.64,2026-01-16,ACTIVE
ACC0004654,CUST003064,TABUNGAN,6940407,3.35,2023-03-31,ACTIVE
ACC0004655,CUST000098,TABUNGAN,6910252,2.43,2021-12-14,ACTIVE
ACC0004656,CUST001614,TABUNGAN,1478250,2.46,2021-09-16,ACTIVE
ACC0004657,CUST002896,DEPOSITO,3093648,3.44,2023-09-25,ACTIVE
ACC0004658,CUST003119,DEPOSITO,21558683,2.75,2025-09-03,ACTIVE
ACC0004659,CUST000969,TABUNGAN,5558131,0.79,2022-07-08,ACTIVE
ACC0004660,CUST002804,DEPOSITO,6932570,5.97,2022-09-02,ACTIVE
ACC0004661,CUST003013,DEPOSITO,12150800,3.86,2025-11-10,ACTIVE
ACC0004662,CUST002126,TABUNGAN,1699470,1.68,2022-03-02,ACTIVE
ACC0004663,CUST004875,TABUNGAN,3744661,2.65,2023-07-02,ACTIVE
ACC0004664,CUST004580,TABUNGAN,993207,1.52,2025-03-11,ACTIVE
ACC0004665,CUST004448,TABUNGAN,1352503,1.54,2025-09-01,DORMANT
ACC0004666,CUST002074,TABUNGAN,4479532,2.75,2022-01-13,ACTIVE
ACC0004667,CUST002518,TABUNGAN,19027678,3.46,2024-03-19,ACTIVE
ACC0004668,CUST003163,DEPOSITO,3519891,5.86,2022-11-18,ACTIVE
ACC0004669,CUST002319,TABUNGAN,1391178,1.07,2022-10-07,ACTIVE
ACC0004670,CUST004506,TABUNGAN,2950871,2.99,2025-02-11,ACTIVE
ACC0004671,CUST002976,TABUNGAN,71164130,2.81,2022-09-03,ACTIVE
ACC0004672,CUST002794,TABUNGAN,6315620,0.62,2023-05-25,ACTIVE
ACC0004673,CUST001705,TABUNGAN,39390287,1.23,2023-07-11,ACTIVE
ACC0004674,CUST004756,TABUNGAN,2383099,1.45,2021-09-06,ACTIVE
ACC0004675,CUST000097,TABUNGAN,3046113,3.21,2022-10-10,ACTIVE
ACC0004676,CUST000503,TABUNGAN,1052197,0.58,2021-09-02,ACTIVE
ACC0004677,CUST000301,TABUNGAN,3053407,1.54,2024-03-26,ACTIVE
ACC0004678,CUST004866,TABUNGAN,3089264,1.91,2024-05-21,ACTIVE
ACC0004679,CUST003999,TABUNGAN,7293115,2.04,2022-02-16,ACTIVE
ACC0004680,CUST003175,DEPOSITO,632493,4.57,2021-11-04,ACTIVE
ACC0004681,CUST002645,DEPOSITO,6001857,3.95,2026-03-09,ACTIVE
ACC0004682,CUST001890,DEPOSITO,7334041,2.63,2022-04-18,ACTIVE
ACC0004683,CUST001589,TABUNGAN,6078470,3.18,2022-11-07,ACTIVE
ACC0004684,CUST000894,TABUNGAN,394891,1.7,2023-10-07,ACTIVE
ACC0004685,CUST002946,DEPOSITO,6455810,2.62,2024-10-15,ACTIVE
ACC0004686,CUST000694,TABUNGAN,1099361,1.16,2025-07-13,ACTIVE
ACC0004687,CUST002000,TABUNGAN,3467357,1.72,2023-06-13,ACTIVE
ACC0004688,CUST003893,TABUNGAN,987650,3.11,2021-08-06,ACTIVE
ACC0004689,CUST004924,DEPOSITO,2017461,2.91,2025-01-12,ACTIVE
ACC0004690,CUST001667,TABUNGAN,2598915,2.9,2022-08-02,ACTIVE
ACC0004691,CUST002353,TABUNGAN,1217270,2.69,2022-08-22,ACTIVE
ACC0004692,CUST001141,TABUNGAN,268659132,1.45,2021-09-11,ACTIVE
ACC0004693,CUST004942,TABUNGAN,17352971,1.78,2024-08-06,ACTIVE
ACC0004694,CUST000020,TABUNGAN,19776070,0.91,2025-02-19,DORMANT
ACC0004695,CUST000579,TABUNGAN,13979403,3.44,2023-10-28,ACTIVE
ACC0004696,CUST000839,TABUNGAN,7162807,1.42,2023-04-23,ACTIVE
ACC0004697,CUST003082,TABUNGAN,800200,0.94,2023-01-13,ACTIVE
ACC0004698,CUST004868,TABUNGAN,4877575,1.15,2022-04-26,ACTIVE
ACC0004699,CUST003255,TABUNGAN,3270889,1.33,2025-09-29,ACTIVE
ACC0004700,CUST004685,TABUNGAN,684046,3.37,2023-12-31,ACTIVE
ACC0004701,CUST004307,TABUNGAN,3923677,2.11,2021-10-19,ACTIVE
ACC0004702,CUST000874,DEPOSITO,2301799,2.8,2021-07-24,CLOSED
ACC0004703,CUST000275,TABUNGAN,5215224,3.33,2023-10-28,ACTIVE
ACC0004704,CUST000221,TABUNGAN,12177623,0.68,2023-02-19,ACTIVE
ACC0004705,CUST002807,TABUNGAN,4478646,1.86,2024-10-17,ACTIVE
ACC0004706,CUST000347,DEPOSITO,902080,3.06,2026-04-10,ACTIVE
ACC0004707,CUST004570,TABUNGAN,16245462,1.5,2021-06-05,ACTIVE
ACC0004708,CUST000542,TABUNGAN,1173530,3.26,2022-12-05,ACTIVE
ACC0004709,CUST003652,DEPOSITO,8099448,5.77,2023-07-17,ACTIVE
ACC0004710,CUST002842,TABUNGAN,1019632,3.15,2023-12-23,ACTIVE
ACC0004711,CUST000901,TABUNGAN,1684228,3.0,2024-04-10,DORMANT
ACC0004712,CUST001759,TABUNGAN,13250369,3.03,2022-11-28,ACTIVE
ACC0004713,CUST004768,TABUNGAN,24143642,0.6,2025-05-31,ACTIVE
ACC0004714,CUST001381,DEPOSITO,2665301,5.2,2024-03-30,ACTIVE
ACC0004715,CUST001097,DEPOSITO,777196,3.17,2025-11-13,ACTIVE
ACC0004716,CUST002061,TABUNGAN,7870119,0.82,2025-10-26,ACTIVE
ACC0004717,CUST003987,DEPOSITO,6022236,3.68,2023-06-23,ACTIVE
ACC0004718,CUST003573,TABUNGAN,2793040,1.87,2021-11-19,ACTIVE
ACC0004719,CUST004346,TABUNGAN,15711436,2.74,2021-11-04,ACTIVE
ACC0004720,CUST000301,TABUNGAN,4250747,0.87,2025-04-17,DORMANT
ACC0004721,CUST000895,DEPOSITO,1712565,3.91,2025-11-16,DORMANT
ACC0004722,CUST003977,TABUNGAN,4768449,2.19,2023-12-06,ACTIVE
ACC0004723,CUST004686,TABUNGAN,8646590,3.36,2025-04-07,ACTIVE
ACC0004724,CUST003604,TABUNGAN,1480836,0.55,2022-03-30,ACTIVE
ACC0004725,CUST000578,TABUNGAN,5113855,1.4,2025-02-25,ACTIVE
ACC0004726,CUST003840,TABUNGAN,8975363,3.29,2022-12-18,DORMANT
ACC0004727,CUST001418,DEPOSITO,3737640,5.32,2026-03-03,ACTIVE
